DateTime,GIC,GIC_QDC,IQR,Source
2018-04-20/06:27:48,5.34,-0.06,0.0743,Node_5
2018-04-20/06:27:49,5.41,-0.06,0.0743,Node_5
2018-04-20/06:27:50,5.43,-0.06,0.0743,Node_5
2018-04-20/06:27:51,5.48,-0.06,0.0743,Node_5
2018-04-20/06:27:52,5.47,-0.06,0.0743,Node_5
2018-04-20/06:27:53,5.49,-0.06,0.0743,Node_5
2018-04-20/06:27:54,5.39,-0.06,0.0743,Node_5
2018-04-20/06:27:55,5.43,-0.06,0.0743,Node_5
2018-04-20/06:27:56,5.38,-0.06,0.0743,Node_5
2018-04-20/06:27:57,5.31,-0.06,0.0743,Node_5
2018-04-20/06:27:58,5.3,-0.06,0.0743,Node_5
2018-04-20/06:27:59,5.33,-0.06,0.0743,Node_5
2018-04-20/06:28:00,5.35,-0.06,0.0743,Node_5
2018-04-20/06:28:01,5.26,-0.06,0.0743,Node_5
2018-04-20/06:28:02,5.24,-0.06,0.0743,Node_5
2018-04-20/06:28:03,5.25,-0.06,0.0744,Node_5
2018-04-20/06:28:04,5.17,-0.06,0.0744,Node_5
2018-04-20/06:28:05,5.19,-0.06,0.0744,Node_5
2018-04-20/06:28:06,5.21,-0.06,0.0744,Node_5
2018-04-20/06:28:07,5.17,-0.06,0.0744,Node_5
2018-04-20/06:28:08,5.18,-0.06,0.0744,Node_5
2018-04-20/06:28:09,5.17,-0.06,0.0744,Node_5
2018-04-20/06:28:10,5.18,-0.06,0.0744,Node_5
2018-04-20/06:28:11,5.16,-0.06,0.0744,Node_5
2018-04-20/06:28:12,5.14,-0.06,0.0744,Node_5
2018-04-20/06:28:13,5.16,-0.06,0.0744,Node_5
2018-04-20/06:28:14,5.17,-0.06,0.0744,Node_5
2018-04-20/06:28:15,5.23,-0.06,0.0744,Node_5
2018-04-20/06:28:16,5.19,-0.06,0.0744,Node_5
2018-04-20/06:28:17,5.26,-0.06,0.0744,Node_5
2018-04-20/06:28:18,5.25,-0.06,0.0744,Node_5
2018-04-20/06:28:19,5.26,-0.06,0.0744,Node_5
2018-04-20/06:28:20,5.27,-0.06,0.0744,Node_5
2018-04-20/06:28:21,5.23,-0.06,0.0744,Node_5
2018-04-20/06:28:22,5.31,-0.06,0.0745,Node_5
2018-04-20/06:28:23,5.31,-0.06,0.0745,Node_5
2018-04-20/06:28:24,5.33,-0.06,0.0745,Node_5
2018-04-20/06:28:25,5.39,-0.06,0.0745,Node_5
2018-04-20/06:28:26,5.42,-0.06,0.0745,Node_5
2018-04-20/06:28:27,5.48,-0.06,0.0745,Node_5
2018-04-20/06:28:28,5.47,-0.06,0.0745,Node_5
2018-04-20/06:28:29,5.58,-0.06,0.0745,Node_5
2018-04-20/06:28:30,5.62,-0.06,0.0745,Node_5
2018-04-20/06:28:31,5.73,-0.06,0.0745,Node_5
2018-04-20/06:28:32,5.76,-0.06,0.0745,Node_5
2018-04-20/06:28:33,5.77,-0.06,0.0745,Node_5
2018-04-20/06:28:34,5.86,-0.06,0.0745,Node_5
2018-04-20/06:28:35,5.89,-0.06,0.0745,Node_5
2018-04-20/06:28:36,5.91,-0.06,0.0745,Node_5
2018-04-20/06:28:37,5.98,-0.06,0.0745,Node_5
2018-04-20/06:28:38,6.0,-0.06,0.0745,Node_5
2018-04-20/06:28:39,5.94,-0.06,0.0746,Node_5
2018-04-20/06:28:40,5.88,-0.06,0.0746,Node_5
2018-04-20/06:28:41,5.87,-0.06,0.0746,Node_5
2018-04-20/06:28:42,5.81,-0.06,0.0746,Node_5
2018-04-20/06:28:43,5.83,-0.06,0.0746,Node_5
2018-04-20/06:28:44,5.89,-0.06,0.0746,Node_5
2018-04-20/06:28:45,5.86,-0.06,0.0746,Node_5
2018-04-20/06:28:46,5.84,-0.06,0.0746,Node_5
2018-04-20/06:28:47,5.82,-0.06,0.0746,Node_5
2018-04-20/06:28:48,5.85,-0.06,0.0746,Node_5
2018-04-20/06:28:49,5.75,-0.06,0.0746,Node_5
2018-04-20/06:28:50,5.8,-0.06,0.0746,Node_5
2018-04-20/06:28:51,5.69,-0.06,0.0746,Node_5
2018-04-20/06:28:52,5.71,-0.06,0.0746,Node_5
2018-04-20/06:28:53,5.61,-0.06,0.0746,Node_5
2018-04-20/06:28:54,5.47,-0.06,0.0746,Node_5
2018-04-20/06:28:55,5.37,-0.06,0.0746,Node_5
2018-04-20/06:28:56,5.36,-0.06,0.0746,Node_5
2018-04-20/06:28:57,5.34,-0.06,0.0747,Node_5
2018-04-20/06:28:58,5.16,-0.06,0.0747,Node_5
2018-04-20/06:28:59,5.24,-0.06,0.0747,Node_5
2018-04-20/06:29:00,5.15,-0.06,0.0747,Node_5
2018-04-20/06:29:01,5.05,-0.06,0.0747,Node_5
2018-04-20/06:29:02,5.11,-0.06,0.0747,Node_5
2018-04-20/06:29:03,5.06,-0.06,0.0747,Node_5
2018-04-20/06:29:04,5.04,-0.06,0.0747,Node_5
2018-04-20/09:38:08,5.02,-0.0546,0.0823,Node_5
2018-04-20/09:38:38,5.02,-0.0542,0.0821,Node_5
2018-04-20/09:38:55,5.1,-0.0541,0.082,Node_5
2018-04-20/09:38:56,5.18,-0.054,0.082,Node_5
2018-04-20/09:38:57,5.34,-0.054,0.082,Node_5
2018-04-20/09:38:58,5.5,-0.054,0.082,Node_5
2018-04-20/09:38:59,5.51,-0.054,0.082,Node_5
2018-04-20/09:39:00,5.32,-0.054,0.082,Node_5
2018-04-20/09:39:01,5.33,-0.054,0.082,Node_5
2018-04-20/09:39:02,5.33,-0.054,0.082,Node_5
2018-04-20/09:39:03,5.15,-0.054,0.082,Node_5
2018-04-20/09:39:04,5.22,-0.054,0.082,Node_5
2018-04-20/09:39:05,5.46,-0.0539,0.082,Node_5
2018-04-20/09:39:06,5.79,-0.0539,0.082,Node_5
2018-04-20/09:39:07,6.14,-0.0539,0.082,Node_5
2018-04-20/09:39:08,6.33,-0.0539,0.082,Node_5
2018-04-20/09:39:09,6.33,-0.0539,0.0819,Node_5
2018-04-20/09:39:10,6.3,-0.0539,0.0819,Node_5
2018-04-20/09:39:11,6.23,-0.0539,0.0819,Node_5
2018-04-20/09:39:12,6.09,-0.0539,0.0819,Node_5
2018-04-20/09:39:13,6.04,-0.0539,0.0819,Node_5
2018-04-20/09:39:14,5.94,-0.0538,0.0819,Node_5
2018-04-20/09:39:15,5.92,-0.0538,0.0819,Node_5
2018-04-20/09:39:16,5.88,-0.0538,0.0819,Node_5
2018-04-20/09:39:17,5.96,-0.0538,0.0819,Node_5
2018-04-20/09:39:18,6.25,-0.0538,0.0819,Node_5
2018-04-20/09:39:19,6.69,-0.0538,0.0819,Node_5
2018-04-20/09:39:20,7.16,-0.0538,0.0819,Node_5
2018-04-20/09:39:21,7.5,-0.0538,0.0819,Node_5
2018-04-20/09:39:22,7.69,-0.0538,0.0819,Node_5
2018-04-20/09:39:23,7.72,-0.0537,0.0819,Node_5
2018-04-20/09:39:24,7.56,-0.0537,0.0819,Node_5
2018-04-20/09:39:25,7.21,-0.0537,0.0819,Node_5
2018-04-20/09:39:26,6.9,-0.0537,0.0819,Node_5
2018-04-20/09:39:27,6.8,-0.0537,0.0819,Node_5
2018-04-20/09:39:28,6.81,-0.0537,0.0818,Node_5
2018-04-20/09:39:29,6.73,-0.0537,0.0818,Node_5
2018-04-20/09:39:30,6.54,-0.0537,0.0818,Node_5
2018-04-20/09:39:31,6.45,-0.0537,0.0818,Node_5
2018-04-20/09:39:32,6.28,-0.0536,0.0818,Node_5
2018-04-20/09:39:33,6.14,-0.0536,0.0818,Node_5
2018-04-20/09:39:34,6.11,-0.0536,0.0818,Node_5
2018-04-20/09:39:35,6.06,-0.0536,0.0818,Node_5
2018-04-20/09:39:36,5.94,-0.0536,0.0818,Node_5
2018-04-20/09:39:37,5.89,-0.0536,0.0818,Node_5
2018-04-20/09:39:38,5.88,-0.0536,0.0818,Node_5
2018-04-20/09:39:39,5.85,-0.0536,0.0818,Node_5
2018-04-20/09:39:40,5.92,-0.0536,0.0818,Node_5
2018-04-20/09:39:41,6.08,-0.0535,0.0818,Node_5
2018-04-20/09:39:42,6.26,-0.0535,0.0818,Node_5
2018-04-20/09:39:43,6.33,-0.0535,0.0818,Node_5
2018-04-20/09:39:44,6.32,-0.0535,0.0818,Node_5
2018-04-20/09:39:45,6.35,-0.0535,0.0818,Node_5
2018-04-20/09:39:46,6.41,-0.0535,0.0817,Node_5
2018-04-20/09:39:47,6.39,-0.0535,0.0817,Node_5
2018-04-20/09:39:48,6.39,-0.0535,0.0817,Node_5
2018-04-20/09:39:49,6.36,-0.0535,0.0817,Node_5
2018-04-20/09:39:50,6.61,-0.0534,0.0817,Node_5
2018-04-20/09:39:51,6.8,-0.0534,0.0817,Node_5
2018-04-20/09:39:52,7.16,-0.0534,0.0817,Node_5
2018-04-20/09:39:53,7.32,-0.0534,0.0817,Node_5
2018-04-20/09:39:54,7.38,-0.0534,0.0817,Node_5
2018-04-20/09:39:55,7.27,-0.0534,0.0817,Node_5
2018-04-20/09:39:56,6.9,-0.0534,0.0817,Node_5
2018-04-20/09:39:57,6.71,-0.0534,0.0817,Node_5
2018-04-20/09:39:58,6.54,-0.0534,0.0817,Node_5
2018-04-20/09:39:59,6.34,-0.0533,0.0817,Node_5
2018-04-20/09:40:00,6.29,-0.0533,0.0817,Node_5
2018-04-20/09:40:01,6.18,-0.0533,0.0817,Node_5
2018-04-20/09:40:02,6.2,-0.0533,0.0817,Node_5
2018-04-20/09:40:03,6.29,-0.0533,0.0816,Node_5
2018-04-20/09:40:04,6.55,-0.0533,0.0816,Node_5
2018-04-20/09:40:05,6.69,-0.0533,0.0816,Node_5
2018-04-20/09:40:06,6.67,-0.0533,0.0816,Node_5
2018-04-20/09:40:07,6.68,-0.0533,0.0816,Node_5
2018-04-20/09:40:08,6.73,-0.0532,0.0816,Node_5
2018-04-20/09:40:09,6.65,-0.0532,0.0816,Node_5
2018-04-20/09:40:10,6.63,-0.0532,0.0816,Node_5
2018-04-20/09:40:11,6.55,-0.0532,0.0816,Node_5
2018-04-20/09:40:12,6.38,-0.0532,0.0816,Node_5
2018-04-20/09:40:13,6.29,-0.0532,0.0816,Node_5
2018-04-20/09:40:14,6.32,-0.0532,0.0816,Node_5
2018-04-20/09:40:15,6.35,-0.0532,0.0816,Node_5
2018-04-20/09:40:16,6.45,-0.0532,0.0816,Node_5
2018-04-20/09:40:17,6.61,-0.0531,0.0816,Node_5
2018-04-20/09:40:18,6.76,-0.0531,0.0816,Node_5
2018-04-20/09:40:19,6.9,-0.0531,0.0816,Node_5
2018-04-20/09:40:20,6.87,-0.0531,0.0816,Node_5
2018-04-20/09:40:21,6.76,-0.0531,0.0815,Node_5
2018-04-20/09:40:22,6.64,-0.0531,0.0815,Node_5
2018-04-20/09:40:23,6.49,-0.0531,0.0815,Node_5
2018-04-20/09:40:24,6.39,-0.0531,0.0815,Node_5
2018-04-20/09:40:25,6.2,-0.0531,0.0815,Node_5
2018-04-20/09:40:26,5.88,-0.053,0.0815,Node_5
2018-04-20/09:40:27,5.71,-0.053,0.0815,Node_5
2018-04-20/09:40:28,5.7,-0.053,0.0815,Node_5
2018-04-20/09:40:29,5.7,-0.053,0.0815,Node_5
2018-04-20/09:40:30,5.8,-0.053,0.0815,Node_5
2018-04-20/09:40:31,5.65,-0.053,0.0815,Node_5
2018-04-20/09:40:32,5.48,-0.053,0.0815,Node_5
2018-04-20/09:40:33,5.26,-0.053,0.0815,Node_5
2018-04-20/09:40:34,5.13,-0.053,0.0815,Node_5
2018-04-20/09:40:35,5.19,-0.0529,0.0815,Node_5
2018-04-20/09:40:36,5.12,-0.0529,0.0815,Node_5
2018-04-20/09:40:37,5.03,-0.0529,0.0815,Node_5
2018-04-20/09:40:45,5.11,-0.0528,0.0814,Node_5
2018-04-20/09:40:46,5.25,-0.0528,0.0814,Node_5
2018-04-20/09:40:47,5.42,-0.0528,0.0814,Node_5
2018-04-20/09:40:48,5.5,-0.0528,0.0814,Node_5
2018-04-20/09:40:49,5.55,-0.0528,0.0814,Node_5
2018-04-20/09:40:50,5.43,-0.0528,0.0814,Node_5
2018-04-20/09:40:51,5.31,-0.0528,0.0814,Node_5
2018-04-20/09:40:52,5.22,-0.0528,0.0814,Node_5
2018-04-20/09:40:53,5.22,-0.0527,0.0814,Node_5
2018-04-20/09:40:54,5.27,-0.0527,0.0814,Node_5
2018-04-20/09:40:55,5.23,-0.0527,0.0814,Node_5
2018-04-20/09:40:56,5.15,-0.0527,0.0814,Node_5
2018-04-20/09:40:57,5.1,-0.0527,0.0813,Node_5
2018-04-20/09:40:58,5.18,-0.0527,0.0813,Node_5
2018-04-20/09:40:59,5.11,-0.0527,0.0813,Node_5
2018-04-20/09:41:00,5.07,-0.0527,0.0813,Node_5
2018-04-20/09:41:01,5.06,-0.0527,0.0813,Node_5
2018-04-20/09:41:02,5.05,-0.0526,0.0813,Node_5
2018-04-20/09:41:04,5.04,-0.0526,0.0813,Node_5
2018-04-20/09:41:05,5.1,-0.0526,0.0813,Node_5
2018-04-20/09:41:06,5.14,-0.0526,0.0813,Node_5
2018-04-20/09:41:07,5.2,-0.0526,0.0813,Node_5
2018-04-20/09:41:08,5.13,-0.0526,0.0813,Node_5
2018-04-20/09:41:09,5.15,-0.0526,0.0813,Node_5
2018-04-20/09:41:10,5.11,-0.0526,0.0813,Node_5
2018-04-20/09:41:11,5.07,-0.0525,0.0813,Node_5
2018-04-20/09:41:12,5.01,-0.0525,0.0813,Node_5
2018-04-20/09:41:13,5.02,-0.0525,0.0813,Node_5
2018-04-20/18:21:57,6.96,0.1207,0.1284,Node_5
2018-04-20/18:21:58,5.34,0.1207,0.1284,Node_5
2018-04-21/17:05:40,5.72,0.2424,0.1956,Node_5
2018-05-06/02:52:37,6.11,-0.02,0.0725,Node_5
2018-05-20/10:46:28,6.79,-0.0595,0.0705,Node_5
2018-05-21/13:15:29,11.56,0.0215,0.1006,Node_5
2018-05-21/13:15:30,5.92,0.0215,0.1007,Node_5
2018-05-21/13:15:31,5.3,0.0216,0.1007,Node_5
2018-06-01/19:45:57,27.5,-0.0706,0.129,Node_5
2018-06-01/19:45:58,13.59,-0.0706,0.129,Node_5
2018-06-04/05:19:18,5.53,-0.0314,0.05,Node_5
2018-06-04/13:39:09,16.69,0.0544,0.0839,Node_5
2018-06-04/13:39:10,8.39,0.0544,0.0839,Node_5
2018-06-13/17:55:33,8.16,0.1594,0.08,Node_5
2018-06-24/16:06:54,12.96,0.2673,0.1208,Node_5
2018-06-25/04:05:27,19.44,-0.04,0.0568,Node_5
2018-06-25/04:08:35,5.76,-0.04,0.0579,Node_5
2018-06-25/04:10:52,8.76,-0.04,0.0586,Node_5
2018-06-25/04:16:05,5.92,-0.0393,0.06,Node_5
2018-06-25/07:34:12,5.07,-0.04,0.0564,Node_5
2018-06-28/18:51:19,11.59,0.0516,0.0979,Node_5
2018-06-28/18:56:12,5.7,0.0451,0.0963,Node_5
2018-06-28/19:09:32,15.75,0.0273,0.0918,Node_5
2018-06-28/19:10:06,7.73,0.0265,0.0916,Node_5
2018-06-29/02:10:35,7.38,-0.0515,0.0685,Node_5
2018-07-01/07:11:58,6.03,-0.058,0.051,Node_5
2018-07-01/07:11:59,6.36,-0.058,0.051,Node_5
2018-07-03/20:42:00,25.06,-0.07,0.11,Node_5
2018-07-15/16:42:51,6.31,0.2821,0.09,Node_5
2018-07-15/16:49:23,6.31,0.2727,0.0915,Node_5
2018-07-15/16:50:44,8.06,0.2704,0.0919,Node_5
2018-07-15/16:54:28,15.38,0.2642,0.0932,Node_5
2018-07-15/16:57:18,9.69,0.2595,0.0941,Node_5
2018-07-15/17:02:50,14.8,0.2503,0.0959,Node_5
2018-07-15/17:14:08,6.52,0.2314,0.0997,Node_5
2018-07-15/19:41:52,12.32,-0.0358,0.1,Node_5
2018-07-15/19:47:39,8.37,-0.0453,0.0991,Node_5
2018-07-15/19:51:52,12.01,-0.0537,0.0977,Node_5
2018-07-15/19:54:53,6.41,-0.0598,0.0967,Node_5
2018-07-15/19:57:19,21.18,-0.0646,0.0959,Node_5
2018-07-15/20:00:25,11.24,-0.0708,0.0949,Node_5
2018-07-15/20:00:26,6.06,-0.0709,0.0949,Node_5
2018-07-15/20:19:36,10.24,-0.1,0.0915,Node_5
2018-07-15/20:23:01,6.8,-0.1,0.0927,Node_5
2018-07-15/20:25:39,10.24,-0.1,0.0936,Node_5
2018-07-15/20:32:47,8.52,-0.1,0.0959,Node_5
2018-07-15/20:44:14,6.03,-0.1,0.0997,Node_5
2018-07-17/12:11:33,5.78,-0.1223,0.0923,Node_5
2018-07-23/13:09:00,47.13,-0.078,0.122,Node_5
2018-07-23/13:09:01,19.58,-0.078,0.122,Node_5
2018-07-23/13:09:02,7.4,-0.078,0.122,Node_5
2018-07-25/03:03:33,5.15,-0.05,0.05,Node_5
2018-09-13/05:30:24,5.12,-0.0451,0.07,Node_5
2018-09-17/13:28:07,5.02,0.0562,0.1706,Node_5
2018-09-19/19:58:35,8.75,-0.0845,0.1364,Node_5
2018-09-19/20:00:03,6.17,-0.085,0.1349,Node_5
2018-09-27/05:04:24,14.41,-0.0535,0.0765,Node_5
2018-10-03/14:54:44,15.03,0.126,0.22,Node_5
2018-10-03/14:54:45,15.32,0.126,0.22,Node_5
2018-10-03/14:56:17,7.19,0.1301,0.22,Node_5
2018-10-04/21:14:12,14.46,-0.1205,0.15,Node_5
2018-10-24/00:59:02,12.16,-0.1353,0.0953,Node_5
2018-10-30/14:14:06,5.73,-0.1209,0.22,Node_5
2018-10-31/15:31:49,8.74,0.1429,0.2152,Node_5
2018-10-31/15:31:50,53.24,0.1429,0.2151,Node_5
2018-10-31/15:31:51,29.45,0.143,0.2151,Node_5
2018-10-31/15:31:52,16.15,0.1431,0.215,Node_5
2018-10-31/15:31:53,8.12,0.1432,0.215,Node_5
2018-11-02/17:01:21,5.05,0.4609,0.2918,Node_5
2018-11-05/16:34:39,13.16,0.2989,0.3286,Node_5
2018-11-30/20:28:59,7.75,-0.044,0.0947,Node_5
2018-12-01/02:19:32,6.88,-0.01,0.0685,Node_5
2018-12-01/17:07:52,6.45,0.1929,0.0771,Node_5
2018-12-16/04:06:52,8.81,0.0173,0.05,Node_5
2018-12-28/10:05:58,10.35,-0.04,0.063,Node_5
2018-12-28/10:06:46,16.13,-0.04,0.0627,Node_5
2018-12-28/10:07:35,8.25,-0.04,0.0625,Node_5
2018-01-30/12:01:58,5.25,,,Node_6
2018-01-30/12:01:59,8.24,,,Node_6
2018-01-30/12:02:00,7.78,,,Node_6
2018-01-30/12:02:01,7.63,,,Node_6
2018-01-30/12:02:02,7.25,,,Node_6
2018-01-30/12:02:03,6.98,,,Node_6
2018-01-30/12:02:04,6.65,,,Node_6
2018-01-30/12:02:05,6.28,,,Node_6
2018-01-30/12:02:06,5.79,,,Node_6
2018-01-30/12:02:07,5.45,,,Node_6
2018-01-30/12:02:08,5.21,,,Node_6
2018-01-31/09:41:54,27.37,,,Node_6
2018-01-31/09:41:55,22.85,,,Node_6
2018-01-31/09:41:56,20.2,,,Node_6
2018-01-31/09:41:57,18.26,,,Node_6
2018-01-31/09:41:58,16.68,,,Node_6
2018-01-31/09:41:59,15.31,,,Node_6
2018-01-31/09:42:00,14.06,,,Node_6
2018-01-31/09:42:01,12.96,,,Node_6
2018-01-31/09:42:02,11.87,,,Node_6
2018-01-31/09:42:03,10.79,,,Node_6
2018-01-31/09:42:04,9.81,,,Node_6
2018-01-31/09:42:05,8.89,,,Node_6
2018-01-31/09:42:06,8.04,,,Node_6
2018-01-31/09:42:07,7.15,,,Node_6
2018-01-31/09:42:08,6.36,,,Node_6
2018-01-31/09:42:09,5.74,,,Node_6
2018-02-15/17:09:17,9.71,,,Node_6
2018-02-15/19:34:38,5.7,,,Node_6
2018-02-15/19:47:37,11.7,,,Node_6
2018-04-06/19:22:42,23.86,,,Node_6
2018-04-13/10:56:11,23.26,,,Node_6
2018-04-13/10:56:12,15.83,,,Node_6
2018-04-13/10:56:13,7.25,,,Node_6
2018-05-07/12:30:47,20.14,,,Node_6
2018-05-21/01:01:41,6.5,-0.02,0.1344,Node_6
2018-05-21/01:45:26,5.44,-0.0203,0.11,Node_6
2018-05-21/01:55:29,6.22,-0.027,0.11,Node_6
2018-06-01/14:15:15,5.11,0.2014,0.2711,Node_6
2018-06-01/14:15:16,5.15,0.2015,0.2712,Node_6
2018-06-01/14:15:17,5.21,0.2016,0.2712,Node_6
2018-06-01/14:15:18,5.21,0.2017,0.2713,Node_6
2018-06-01/14:15:19,5.16,0.2018,0.2714,Node_6
2018-06-01/14:15:20,5.05,0.2019,0.2714,Node_6
2018-06-01/14:15:21,5.03,0.202,0.2715,Node_6
2018-06-01/14:15:31,5.01,0.2029,0.2722,Node_6
2018-06-01/14:15:32,5.04,0.203,0.2723,Node_6
2018-06-01/14:15:33,5.05,0.2031,0.2724,Node_6
2018-06-01/14:15:34,5.04,0.2032,0.2725,Node_6
2018-06-01/14:15:35,5.08,0.2033,0.2725,Node_6
2018-06-01/14:15:36,5.07,0.2034,0.2726,Node_6
2018-06-01/14:15:37,5.05,0.2035,0.2727,Node_6
2018-06-01/14:15:38,5.06,0.2036,0.2727,Node_6
2018-06-01/14:15:39,5.03,0.2037,0.2728,Node_6
2018-06-01/14:15:40,5.03,0.2038,0.2729,Node_6
2018-06-01/14:15:41,5.02,0.2039,0.273,Node_6
2018-06-01/14:15:42,5.01,0.204,0.273,Node_6
2018-06-01/14:15:43,5.02,0.2041,0.2731,Node_6
2018-06-01/14:15:46,5.05,0.2043,0.2733,Node_6
2018-06-01/14:15:47,5.07,0.2044,0.2734,Node_6
2018-06-01/14:15:48,5.05,0.2045,0.2735,Node_6
2018-06-01/14:15:49,5.05,0.2046,0.2735,Node_6
2018-06-01/14:15:50,5.08,0.2047,0.2736,Node_6
2018-06-01/14:15:52,5.08,0.2049,0.2738,Node_6
2018-06-01/14:15:53,5.11,0.205,0.2738,Node_6
2018-06-01/14:15:54,5.11,0.2051,0.2739,Node_6
2018-06-01/14:15:55,5.15,0.2052,0.274,Node_6
2018-06-01/14:15:56,5.13,0.2053,0.274,Node_6
2018-06-01/14:15:57,5.13,0.2054,0.2741,Node_6
2018-06-01/14:15:58,5.13,0.2055,0.2742,Node_6
2018-06-01/14:15:59,5.09,0.2056,0.2743,Node_6
2018-06-01/14:16:00,5.01,0.2057,0.2743,Node_6
2018-06-13/01:17:55,9.45,-0.04,0.151,Node_6
2018-06-13/01:26:11,6.09,-0.04,0.1537,Node_6
2018-06-13/01:35:57,9.55,-0.04,0.157,Node_6
2018-06-25/04:27:39,6.49,-0.0558,0.1373,Node_6
2018-06-26/02:21:41,5.12,-0.0355,0.1555,Node_6
2018-06-26/02:21:42,5.1,-0.0355,0.1555,Node_6
2018-06-26/02:21:43,5.07,-0.0355,0.1555,Node_6
2018-06-28/19:09:33,8.47,0.0663,0.1554,Node_6
2018-06-28/19:23:35,5.35,0.0242,0.1557,Node_6
2018-07-03/20:41:59,28.97,-0.149,0.164,Node_6
2018-07-15/16:20:13,6.1,0.6661,0.2135,Node_6
2018-07-15/16:26:17,7.0,0.6499,0.2175,Node_6
2018-07-15/16:30:43,11.15,0.6381,0.2205,Node_6
2018-07-15/16:46:55,6.67,0.5911,0.23,Node_6
2018-07-15/16:49:23,5.89,0.5795,0.23,Node_6
2018-07-15/16:50:43,6.16,0.5733,0.23,Node_6
2018-07-15/19:47:39,6.46,-0.0515,0.2207,Node_6
2018-07-15/19:51:52,11.08,-0.0698,0.2217,Node_6
2018-07-15/19:54:53,7.22,-0.0828,0.2225,Node_6
2018-07-15/20:00:25,5.89,-0.1068,0.2239,Node_6
2018-07-15/20:19:36,15.62,-0.1715,0.2248,Node_6
2018-07-15/20:23:01,9.84,-0.1727,0.2228,Node_6
2018-07-15/20:25:39,12.53,-0.1736,0.2213,Node_6
2018-07-15/20:38:26,8.96,-0.1778,0.2138,Node_6
2018-08-08/14:06:58,6.8,0.2364,0.3007,Node_6
2018-08-25/12:18:26,5.08,-0.2797,0.2626,Node_6
2018-08-25/12:18:27,5.22,-0.2796,0.2627,Node_6
2018-08-25/12:18:28,5.43,-0.2796,0.2627,Node_6
2018-08-25/12:18:29,5.6,-0.2795,0.2628,Node_6
2018-08-25/12:18:30,5.75,-0.2795,0.2628,Node_6
2018-08-25/12:18:31,5.97,-0.2794,0.2629,Node_6
2018-08-25/12:18:32,6.11,-0.2794,0.263,Node_6
2018-08-25/12:18:33,6.38,-0.2793,0.263,Node_6
2018-08-25/12:18:34,6.57,-0.2793,0.2631,Node_6
2018-08-25/12:18:35,6.79,-0.2792,0.2631,Node_6
2018-08-25/12:18:36,6.94,-0.2792,0.2632,Node_6
2018-08-25/12:18:37,7.09,-0.2791,0.2633,Node_6
2018-08-25/12:18:38,7.24,-0.2791,0.2633,Node_6
2018-08-25/12:18:39,7.34,-0.2791,0.2634,Node_6
2018-08-25/12:18:40,7.45,-0.279,0.2634,Node_6
2018-08-25/12:18:41,7.43,-0.2789,0.2635,Node_6
2018-08-25/12:18:42,7.48,-0.2789,0.2636,Node_6
2018-08-25/12:18:43,7.53,-0.2788,0.2636,Node_6
2018-08-25/12:18:44,7.42,-0.2788,0.2637,Node_6
2018-08-25/12:18:45,7.38,-0.2787,0.2638,Node_6
2018-08-25/12:18:46,7.29,-0.2787,0.2638,Node_6
2018-08-25/12:18:47,7.16,-0.2786,0.2639,Node_6
2018-08-25/12:18:48,7.0,-0.2786,0.2639,Node_6
2018-08-25/12:18:49,6.81,-0.2785,0.264,Node_6
2018-08-25/12:18:50,6.65,-0.2785,0.2641,Node_6
2018-08-25/12:18:51,6.46,-0.2784,0.2641,Node_6
2018-08-25/12:18:52,6.28,-0.2784,0.2642,Node_6
2018-08-25/12:18:53,5.98,-0.2783,0.2642,Node_6
2018-08-25/12:18:54,5.79,-0.2783,0.2643,Node_6
2018-08-25/12:18:55,5.58,-0.2782,0.2644,Node_6
2018-08-25/12:18:56,5.35,-0.2782,0.2644,Node_6
2018-08-25/12:18:57,5.12,-0.2781,0.2645,Node_6
2018-08-25/12:46:01,5.01,-0.1986,0.361,Node_6
2018-08-25/12:46:02,5.12,-0.1986,0.361,Node_6
2018-08-25/12:46:03,5.17,-0.1986,0.3611,Node_6
2018-08-25/12:46:04,5.25,-0.1986,0.3611,Node_6
2018-08-25/12:46:05,5.42,-0.1986,0.3611,Node_6
2018-08-25/12:46:06,5.51,-0.1985,0.3611,Node_6
2018-08-25/12:46:07,5.57,-0.1985,0.3611,Node_6
2018-08-25/12:46:08,5.65,-0.1985,0.3611,Node_6
2018-08-25/12:46:09,5.76,-0.1985,0.3612,Node_6
2018-08-25/12:46:10,5.8,-0.1984,0.3612,Node_6
2018-08-25/12:46:11,5.78,-0.1984,0.3612,Node_6
2018-08-25/12:46:12,5.8,-0.1984,0.3612,Node_6
2018-08-25/12:46:13,5.74,-0.1984,0.3612,Node_6
2018-08-25/12:46:14,5.71,-0.1984,0.3612,Node_6
2018-08-25/12:46:15,5.63,-0.1983,0.3613,Node_6
2018-08-25/12:46:16,5.53,-0.1983,0.3613,Node_6
2018-08-25/12:46:17,5.49,-0.1983,0.3613,Node_6
2018-08-25/12:46:18,5.33,-0.1983,0.3613,Node_6
2018-08-25/12:46:19,5.26,-0.1982,0.3613,Node_6
2018-08-25/12:46:20,5.18,-0.1982,0.3613,Node_6
2018-08-25/12:46:21,5.2,-0.1982,0.3614,Node_6
2018-08-25/12:46:22,5.26,-0.1982,0.3614,Node_6
2018-08-25/12:46:23,5.28,-0.1982,0.3614,Node_6
2018-08-25/12:46:24,5.28,-0.1981,0.3614,Node_6
2018-08-25/12:46:25,5.32,-0.1981,0.3614,Node_6
